unit_nr,time_cycles,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_7,sensor_11,sensor_12,sensor_15,sensor_21,failure_within_30
10,190,-0.0,-0.0003,643.61,1589.45,1422.12,552.72,47.66,520.36,8.4489,23.2405,0
10,191,-0.001,0.0,642.89,1584.8,1413.63,553.26,47.89,520.82,8.4584,23.2666,0
10,192,0.0005,-0.0003,642.54,1598.01,1413.05,552.89,47.87,520.77,8.4334,23.221,1
10,193,-0.0026,0.0002,643.83,1597.95,1416.85,552.75,47.95,520.99,8.4283,23.1036,1
10,194,0.0007,0.0005,643.56,1601.8,1415.76,552.45,47.75,520.46,8.4773,23.1346,1
10,195,-0.0006,-0.0004,642.87,1591.89,1418.29,552.44,47.82,520.46,8.4724,23.2763,1
10,196,0.0002,-0.0002,643.37,1595.69,1415.41,552.72,47.88,520.1,8.4474,23.2171,1
10,197,-0.0002,0.0002,642.87,1598.65,1416.91,553.45,47.86,520.62,8.4712,23.2308,1
10,198,-0.0028,0.0003,642.91,1597.97,1413.88,552.9,47.95,520.96,8.4608,23.1398,1
10,199,-0.0024,-0.0004,642.94,1592.83,1418.63,552.79,47.67,520.35,8.454,23.1722,1
10,200,-0.0003,0.0001,642.72,1600.86,1424.28,552.86,47.91,520.68,8.4866,23.1687,1
10,201,0.0014,-0.0004,643.42,1593.06,1417.62,552.7,47.71,520.55,8.4804,23.1797,1
10,202,0.0033,0.0003,643.03,1597.33,1419.0,551.74,47.89,520.89,8.4989,23.2298,1
10,203,0.0028,-0.0001,643.63,1599.49,1422.41,551.85,48.13,520.72,8.4695,23.2638,1
10,204,0.0007,-0.0003,643.35,1590.73,1420.54,552.39,47.86,520.35,8.5224,23.0884,1
10,205,0.0012,-0.0,643.31,1594.27,1421.8,552.2,47.88,520.63,8.4756,23.2222,1
10,206,0.0028,-0.0001,643.71,1594.82,1417.02,552.09,47.88,520.3,8.5098,23.1211,1
10,207,-0.0003,0.0004,643.78,1594.05,1422.45,552.49,47.86,520.3,8.4876,23.2049,1
10,208,0.0063,-0.0001,643.28,1593.1,1418.13,552.12,47.98,520.09,8.485,23.3365,1
10,209,-0.0012,0.0,643.61,1597.31,1413.32,552.65,47.71,520.71,8.499,23.148,1
10,210,-0.0007,0.0001,643.65,1595.0,1415.11,551.86,47.89,520.18,8.502,23.0745,1
10,211,-0.0016,0.0002,643.47,1597.16,1419.52,552.1,48.06,520.81,8.453,23.2101,1
10,212,0.0017,-0.0001,643.39,1601.69,1417.97,552.7,47.85,520.66,8.5234,23.1374,1
10,213,-0.0012,-0.0002,643.87,1613.62,1422.53,552.14,48.1,520.09,8.4907,23.1233,1
10,214,-0.0021,-0.0002,643.4,1599.62,1427.82,552.02,47.89,519.95,8.4933,22.9937,1
10,215,-0.0037,0.0002,643.01,1600.31,1429.1,552.17,47.9,519.6,8.5234,23.0892,1
10,216,-0.0008,-0.0002,643.36,1602.14,1424.69,552.12,47.91,520.33,8.5054,23.1391,1
10,217,0.0016,-0.0001,644.35,1603.77,1423.45,551.76,48.03,520.15,8.526,23.1359,1
10,218,-0.0029,0.0004,643.7,1598.64,1426.21,551.45,48.09,520.23,8.4954,23.1209,1
10,219,-0.0018,0.0004,643.46,1603.54,1424.54,552.03,48.06,519.83,8.523,23.234,1
10,220,-0.0013,0.0002,643.46,1604.91,1422.76,551.73,47.95,520.23,8.5182,23.2187,1
10,221,0.0005,-0.0001,644.09,1604.4,1432.13,551.77,48.08,519.22,8.5312,23.1596,1
10,222,0.0002,-0.0003,643.66,1599.18,1436.29,552.7,48.09,520.02,8.5159,23.1434,1
11,1,0.0005,-0.0003,642.2,1585.65,1395.39,554.78,47.13,522.29,8.3935,23.4919,0
11,2,0.0001,-0.0005,641.81,1585.63,1389.78,554.63,47.18,522.33,8.3643,23.4647,0
11,3,-0.0014,-0.0005,642.05,1587.83,1392.21,554.48,47.46,522.31,8.3758,23.3271,0
11,4,-0.0002,0.0002,642.19,1577.4,1394.48,554.07,47.26,521.69,8.3784,23.4017,0
11,5,-0.0008,0.0002,642.32,1578.17,1398.36,554.73,47.15,522.56,8.4056,23.3377,0
11,6,0.0016,0.0002,641.88,1587.32,1398.81,554.49,47.11,522.6,8.396,23.4387,0
11,7,0.0007,-0.0001,642.43,1586.23,1400.55,553.98,47.12,522.38,8.3946,23.4719,0
11,8,-0.0015,-0.0003,642.21,1586.81,1400.84,554.46,47.02,522.67,8.4047,23.422,0
11,9,0.0004,-0.0004,641.85,1587.66,1400.39,554.83,47.29,522.49,8.3542,23.4871,0
11,10,0.0016,-0.0003,641.71,1580.18,1399.96,554.29,47.21,521.98,8.3836,23.3689,0
11,11,-0.002,0.0004,642.69,1589.05,1403.4,553.97,47.17,522.38,8.4111,23.4216,0
11,12,0.0001,0.0003,642.24,1581.53,1398.4,554.93,47.14,521.77,8.4222,23.4267,0
11,13,-0.0001,-0.0001,642.53,1582.63,1400.43,554.63,47.27,522.1,8.3639,23.4336,0
11,14,0.0001,0.0001,642.27,1589.27,1391.25,554.02,47.22,522.44,8.3427,23.3445,0
11,15,-0.0003,-0.0001,642.61,1582.4,1406.64,554.31,47.28,522.36,8.3758,23.2728,0
11,16,0.003,-0.0,642.51,1591.74,1400.99,554.38,47.23,521.95,8.4237,23.4991,0
11,17,-0.0003,-0.0003,641.61,1586.2,1397.7,554.39,47.26,522.45,8.4331,23.3643,0
11,18,0.0012,-0.0005,641.92,1587.52,1394.4,554.03,47.28,522.14,8.392,23.4803,0
11,19,0.0019,0.0001,642.79,1582.29,1395.37,554.79,47.17,522.76,8.3984,23.4238,0
11,20,-0.0023,0.0002,642.35,1593.36,1398.75,554.19,47.21,522.13,8.3675,23.3962,0
11,21,-0.0005,0.0002,642.44,1583.42,1391.13,554.51,47.21,522.54,8.3857,23.4342,0
11,22,0.0011,0.0001,642.08,1581.85,1402.4,553.57,47.28,522.71,8.3772,23.4564,0
11,23,0.0021,-0.0003,642.25,1580.18,1399.86,554.03,47.24,522.05,8.4163,23.3861,0
11,24,0.0005,0.0002,642.15,1583.63,1400.31,554.11,47.15,522.1,8.4124,23.4246,0
11,25,0.0014,-0.0004,641.73,1580.23,1403.54,555.36,47.3,522.64,8.391,23.272,0
11,26,-0.0026,0.0003,642.09,1579.34,1396.14,554.32,47.29,522.42,8.3937,23.2838,0
11,27,0.0023,-0.0003,642.13,1588.96,1400.06,554.01,47.3,522.09,8.4127,23.4566,0
11,28,0.0015,-0.0002,642.22,1576.29,1402.92,555.28,47.34,522.32,8.4136,23.4501,0
11,29,0.0009,-0.0001,642.1,1582.76,1397.34,555.31,47.24,522.47,8.3926,23.4664,0
11,30,0.0004,-0.0003,642.01,1582.15,1400.58,553.93,47.33,522.85,8.4034,23.5179,0
11,31,0.0013,0.0004,642.22,1591.95,1390.69,553.69,47.22,522.2,8.4041,23.4137,0
11,32,-0.0001,-0.0004,641.69,1580.75,1401.48,554.41,47.34,522.05,8.4134,23.3978,0
11,33,-0.0032,0.0003,641.98,1584.74,1394.85,554.38,47.21,522.54,8.4162,23.4365,0
11,34,0.0004,-0.0001,642.91,1588.67,1396.78,554.29,47.2,522.66,8.3959,23.4385,0
11,35,-0.0003,-0.0005,642.19,1587.71,1402.56,554.35,47.15,522.64,8.4455,23.44,0
11,36,0.0001,-0.0005,641.99,1586.4,1397.55,553.86,47.24,521.79,8.388,23.3295,0
11,37,-0.0006,0.0001,642.18,1582.02,1392.64,554.52,47.16,522.52,8.4105,23.3884,0
11,38,-0.0019,0.0004,642.18,1584.35,1395.71,553.9,47.11,522.54,8.3874,23.4518,0
11,39,0.0024,-0.0,642.73,1581.9,1398.09,554.9,47.18,522.18,8.4254,23.4269,0
11,40,0.0022,-0.0001,642.26,1584.31,1400.42,554.78,47.39,522.45,8.4039,23.4185,0
11,41,0.0012,0.0002,641.62,1584.46,1397.41,554.26,47.28,522.26,8.3796,23.4146,0
11,42,0.0026,0.0001,641.41,1588.62,1400.52,553.96,47.24,521.81,8.4085,23.3637,0
11,43,-0.0003,-0.0005,642.38,1582.06,1399.23,553.95,47.18,522.15,8.3586,23.4501,0
11,44,-0.0037,-0.0,642.22,1581.61,1405.46,554.34,47.17,522.52,8.4236,23.4477,0
11,45,0.0011,0.0002,642.13,1576.17,1391.03,554.41,47.1,522.29,8.395,23.4272,0
11,46,0.0011,-0.0003,641.7,1581.5,1398.47,554.16,47.17,522.26,8.4173,23.5197,0
11,47,-0.0018,-0.0003,642.39,1587.17,1397.92,554.21,47.19,522.34,8.4126,23.3655,0
11,48,-0.0031,0.0,642.43,1589.74,1400.98,554.35,47.32,521.97,8.3858,23.426,0
11,49,-0.0016,-0.0002,641.96,1575.0,1399.38,554.37,47.27,522.86,8.4135,23.477,0
11,50,0.0022,-0.0004,642.27,1571.84,1403.6,553.75,47.2,521.92,8.4526,23.4715,0
11,51,0.0014,-0.0004,642.34,1584.54,1398.17,554.69,47.25,522.38,8.422,23.3789,0
11,52,-0.0012,0.0004,642.46,1583.06,1403.83,555.18,47.17,522.66,8.3852,23.4803,0
11,53,0.0005,0.0002,642.49,1583.43,1392.95,555.13,47.2,522.59,8.4087,23.3581,0
11,54,-0.0006,-0.0005,642.36,1589.87,1394.84,554.59,47.23,522.0,8.4052,23.4614,0
11,55,-0.0031,0.0004,642.11,1587.89,1391.51,554.04,47.24,521.96,8.4011,23.4166,0
11,56,-0.0049,-0.0005,642.7,1584.42,1400.18,554.38,47.27,521.92,8.3797,23.3369,0
11,57,-0.0029,-0.0004,642.08,1584.82,1402.39,554.6,47.31,522.42,8.3852,23.5788,0
11,58,0.0029,-0.0002,641.79,1581.77,1405.3,554.61,47.36,522.19,8.3997,23.301,0
11,59,-0.0038,-0.0003,642.45,1585.68,1405.2,555.21,47.17,522.11,8.4084,23.3353,0
11,60,-0.0029,0.0004,642.11,1585.22,1398.27,554.13,47.36,522.27,8.3992,23.2988,0
11,61,-0.0018,0.0004,642.06,1595.45,1399.97,553.83,47.09,522.31,8.4256,23.5049,0
11,62,0.0017,-0.0004,642.0,1586.58,1398.58,555.3,47.17,522.26,8.4093,23.35,0
11,63,0.0025,0.0003,641.98,1585.86,1393.16,554.07,47.31,522.02,8.3898,23.4401,0
11,64,0.0002,-0.0003,641.97,1584.22,1398.68,555.04,47.37,522.12,8.3873,23.2613,0
11,65,-0.0008,0.0004,642.43,1588.24,1398.46,554.11,47.31,522.41,8.3914,23.3453,0
11,66,0.0031,0.0002,642.72,1588.41,1397.4,554.47,47.19,522.14,8.3816,23.4133,0
11,67,-0.0001,0.0002,642.3,1585.26,1394.41,555.33,47.4,522.62,8.3935,23.3399,0
11,68,0.0003,0.0,642.23,1583.28,1403.57,554.36,47.24,522.27,8.4065,23.3509,0
11,69,0.0017,0.0001,642.24,1586.27,1400.55,554.23,47.28,522.23,8.4009,23.461,0
11,70,-0.0006,-0.0004,642.34,1580.13,1401.56,554.11,47.26,522.12,8.4101,23.3699,0
11,71,-0.001,0.0001,642.57,1586.2,1394.86,554.99,47.4,521.88,8.4211,23.4454,0
11,72,-0.0039,-0.0002,642.32,1591.12,1400.38,553.96,47.17,522.0,8.4049,23.3863,0
11,73,-0.0036,0.0,642.07,1584.11,1397.97,553.95,47.19,522.95,8.3978,23.3674,0
11,74,-0.0004,-0.0002,642.27,1585.03,1395.96,554.51,47.44,521.86,8.412,23.5082,0
11,75,-0.0013,-0.0004,641.95,1580.27,1391.07,554.31,47.3,522.08,8.4128,23.3972,0
11,76,0.0018,-0.0001,642.07,1584.39,1403.1,553.78,47.25,521.79,8.4069,23.3912,0
11,77,0.0008,-0.0004,642.42,1589.24,1399.83,554.46,47.19,522.21,8.3871,23.37,0
11,78,-0.0008,0.0002,642.0,1588.75,1396.85,553.93,47.32,522.56,8.3964,23.3964,0
11,79,-0.0011,0.0004,642.36,1582.83,1396.23,553.95,47.14,521.93,8.425,23.3147,0
11,80,0.0007,0.0002,641.96,1590.13,1403.0,554.07,47.21,522.02,8.4361,23.493,0
11,81,0.0002,-0.0001,642.54,1583.78,1401.14,554.8,47.09,522.27,8.4064,23.3403,0
11,82,-0.0016,-0.0003,642.37,1590.35,1394.27,554.19,47.07,522.42,8.4129,23.3266,0
11,83,0.0026,-0.0,642.49,1590.06,1402.02,554.42,47.33,521.66,8.42,23.4632,0
11,84,-0.0007,-0.0001,641.99,1590.02,1396.88,554.16,47.23,521.84,8.4424,23.2796,0
11,85,0.0011,-0.0001,642.63,1586.68,1396.96,554.29,47.24,522.44,8.3929,23.3431,0
11,86,-0.0025,0.0004,642.62,1583.63,1402.28,553.96,47.36,522.43,8.3961,23.4414,0
11,87,0.0028,-0.0004,642.3,1579.51,1393.42,554.91,47.25,522.52,8.4316,23.3275,0
11,88,-0.0051,-0.0002,642.14,1589.38,1402.89,553.66,47.35,522.25,8.4,23.3643,0
11,89,-0.0009,-0.0001,642.28,1585.72,1402.26,554.28,47.23,522.04,8.418,23.4642,0
11,90,-0.0027,0.0003,642.14,1591.91,1399.76,554.37,47.06,522.02,8.4055,23.3496,0
11,91,-0.0022,-0.0,642.6,1591.09,1402.13,554.54,47.22,522.21,8.4081,23.3725,0
11,92,-0.0009,0.0003,642.64,1586.27,1397.51,554.5,47.16,522.14,8.428,23.519,0
11,93,-0.0009,0.0003,641.9,1591.55,1403.52,553.87,47.47,521.95,8.4103,23.3372,0
11,94,-0.0017,-0.0004,642.3,1588.6,1407.02,553.96,47.29,522.83,8.4094,23.4122,0
11,95,-0.0035,0.0002,642.67,1587.52,1395.26,554.63,47.27,522.46,8.432,23.4589,0
11,96,-0.0023,-0.0002,642.02,1581.98,1395.03,553.94,47.34,521.93,8.4086,23.4472,0
11,97,0.0022,0.0005,641.98,1588.9,1406.27,553.79,47.14,522.42,8.4119,23.3906,0
11,98,0.0041,-0.0001,642.31,1584.87,1397.71,553.83,47.27,522.01,8.4252,23.3365,0
11,99,0.0009,0.0001,642.13,1581.23,1394.92,554.32,47.24,521.95,8.4511,23.4178,0
11,100,0.0018,0.0,642.32,1587.87,1402.81,554.72,47.19,521.96,8.3896,23.376,0
11,101,0.0006,0.0004,642.28,1584.59,1399.46,554.61,47.27,522.4,8.4011,23.4353,0
11,102,-0.003,0.0002,642.21,1587.73,1394.53,555.04,47.36,522.0,8.4309,23.4063,0
11,103,0.0012,0.0002,642.5,1579.9,1406.52,553.79,47.27,522.05,8.4019,23.377,0
11,104,0.0016,-0.0003,642.28,1586.62,1392.54,554.16,47.4,521.67,8.3803,23.3845,0
11,105,-0.0039,-0.0003,642.49,1590.06,1401.55,553.82,47.37,522.69,8.3802,23.4192,0
11,106,0.0002,-0.0003,642.0,1590.45,1399.65,554.57,47.13,522.31,8.3985,23.4773,0
11,107,0.0016,0.0004,642.27,1580.91,1399.41,554.73,47.26,522.64,8.3783,23.3214,0
11,108,-0.0002,0.0003,642.27,1590.02,1396.72,553.26,47.37,522.37,8.4231,23.4415,0
11,109,-0.0019,0.0004,642.57,1585.26,1396.62,553.93,47.15,522.39,8.3793,23.3933,0
11,110,0.0008,-0.0001,642.18,1592.33,1399.72,554.17,47.21,521.93,8.3785,23.4207,0
11,111,-0.002,0.0001,642.17,1590.1,1391.22,554.21,47.43,522.14,8.4374,23.4053,0
11,112,0.0009,0.0001,642.63,1582.95,1391.29,554.04,47.37,522.36,8.3999,23.4675,0
11,113,0.0013,-0.0001,642.54,1584.52,1399.14,553.76,47.2,521.84,8.3729,23.3392,0
11,114,0.0008,0.0,642.22,1589.45,1401.8,554.11,47.35,521.73,8.4027,23.4464,0
11,115,0.0004,-0.0001,642.08,1577.94,1397.09,554.33,47.2,521.78,8.4318,23.3886,0
11,116,-0.0019,-0.0,642.03,1582.25,1400.27,554.89,47.47,522.13,8.4058,23.4434,0
11,117,-0.0008,-0.0005,642.29,1588.99,1399.08,553.72,47.27,521.55,8.4061,23.4561,0
11,118,-0.0047,0.0001,642.15,1582.3,1410.69,554.1,47.22,522.05,8.4245,23.2986,0
11,119,0.0023,-0.0001,642.35,1582.34,1402.35,553.79,47.49,522.06,8.4309,23.4008,0
11,120,0.0007,0.0004,641.68,1592.75,1398.02,554.43,47.35,522.05,8.4613,23.4447,0
11,121,0.001,-0.0,642.76,1582.4,1402.7,553.71,47.34,522.31,8.4059,23.316,0
11,122,0.0011,0.0001,642.83,1584.81,1405.57,553.81,47.27,521.99,8.411,23.3843,0
11,123,0.0,-0.0004,642.5,1586.47,1397.49,554.58,47.35,522.04,8.401,23.3174,0
11,124,-0.0008,0.0,642.33,1591.74,1404.35,553.94,47.2,522.32,8.4334,23.3691,0
11,125,0.0009,0.0002,642.07,1596.07,1403.9,554.18,47.5,521.42,8.4018,23.4796,0
11,126,0.0002,0.0004,641.9,1587.99,1403.67,554.4,47.31,522.5,8.4358,23.3785,0
11,127,-0.0016,-0.0,641.8,1587.67,1405.37,554.2,47.44,521.73,8.4153,23.4503,0
11,128,0.003,-0.0003,642.21,1583.75,1408.11,554.25,47.44,522.02,8.4113,23.2457,0
11,129,0.0006,0.0002,642.8,1582.18,1401.0,554.51,47.43,521.67,8.3722,23.2947,0
11,130,-0.0012,0.0005,642.17,1586.67,1399.84,553.74,47.21,521.98,8.4119,23.2464,0
11,131,-0.0002,0.0004,642.24,1588.51,1398.91,553.87,47.35,522.24,8.4148,23.4255,0
11,132,-0.0032,0.0001,642.11,1583.51,1398.47,554.27,47.3,522.17,8.4236,23.4041,0
11,133,0.001,-0.0005,642.29,1581.62,1399.55,554.49,47.39,521.41,8.4271,23.3433,0
11,134,-0.0027,0.0001,642.46,1579.85,1411.41,553.13,47.25,521.79,8.3899,23.4338,0
11,135,-0.0015,0.0001,642.63,1589.76,1403.08,554.57,47.36,521.77,8.4094,23.2903,0
11,136,-0.0005,0.0003,642.03,1585.65,1399.82,554.85,47.36,521.57,8.4335,23.5463,0
11,137,0.0001,-0.0004,641.71,1584.31,1403.68,553.76,47.27,521.84,8.4173,23.2449,0
11,138,0.0023,-0.0005,642.78,1578.23,1404.53,555.17,47.36,521.85,8.4331,23.375,0
11,139,0.0014,0.0004,641.96,1583.02,1405.9,554.16,47.42,521.91,8.428,23.1994,0
11,140,0.0022,-0.0001,642.52,1588.37,1401.7,554.5,47.26,521.56,8.4184,23.3892,0
11,141,0.0006,0.0004,642.05,1587.16,1402.05,553.79,47.45,521.74,8.4207,23.3066,0
11,142,0.0004,0.0,642.96,1583.17,1406.78,554.77,47.35,522.57,8.4112,23.4088,0
11,143,-0.0034,0.0002,642.21,1589.4,1399.7,554.32,47.44,521.55,8.458,23.3783,0
11,144,-0.0035,-0.0005,642.61,1584.22,1401.62,554.28,47.38,522.12,8.454,23.3179,0
11,145,-0.0024,0.0003,642.48,1587.0,1409.25,554.24,47.46,521.02,8.4027,23.3262,0
11,146,-0.0039,-0.0003,642.13,1587.19,1403.74,553.85,47.33,521.96,8.4312,23.2712,0
11,147,0.0036,0.0003,642.56,1585.41,1407.81,553.39,47.57,521.91,8.4047,23.3068,0
11,148,-0.0038,-0.0005,642.62,1593.51,1410.15,553.41,47.47,521.97,8.4286,23.3528,0
11,149,-0.0023,0.0004,642.98,1592.98,1411.83,553.58,47.47,521.56,8.4166,23.3379,0
11,150,-0.0018,0.0003,642.06,1584.02,1402.72,553.68,47.26,521.89,8.4277,23.3631,0
11,151,-0.0018,-0.0001,642.89,1589.2,1405.47,554.09,47.19,521.94,8.4166,23.3398,0
11,152,0.0019,0.0001,642.53,1591.83,1401.33,553.49,47.37,522.04,8.4052,23.3459,0
11,153,0.0003,0.0004,642.46,1592.3,1405.94,552.73,47.32,522.09,8.4272,23.2887,0
11,154,0.0007,-0.0001,642.83,1589.3,1400.91,553.53,47.45,521.98,8.4356,23.3234,0
11,155,-0.0018,0.0002,642.23,1587.73,1403.41,553.58,47.5,522.05,8.4097,23.2446,0
11,156,-0.0023,0.0,642.29,1583.59,1402.44,553.9,47.37,522.0,8.4318,23.3631,0
11,157,-0.0014,0.0002,642.61,1590.78,1402.6,554.37,47.44,522.26,8.4206,23.3007,0
11,158,0.0005,-0.0004,642.47,1590.39,1400.72,553.43,47.36,521.57,8.4512,23.314,0
11,159,-0.0037,-0.0003,642.04,1593.59,1412.72,553.48,47.25,521.82,8.4349,23.4165,0
11,160,-0.0022,0.0002,642.82,1587.98,1405.19,553.19,47.48,521.78,8.4609,23.3837,0
11,161,-0.0017,-0.0003,642.28,1585.28,1401.88,554.01,47.4,521.46,8.4165,23.3048,0
11,162,-0.0037,-0.0002,642.42,1593.8,1402.67,553.76,47.4,521.2,8.4137,23.3716,0
11,163,-0.0022,-0.0004,641.95,1590.62,1398.22,553.91,47.51,521.97,8.4407,23.3253,0
11,164,-0.0014,-0.0003,642.71,1590.29,1400.01,553.76,47.3,521.8,8.4468,23.289,0
11,165,-0.0017,0.0002,642.55,1596.82,1411.62,553.6,47.45,521.63,8.4446,23.3122,0
11,166,0.0022,-0.0005,642.68,1587.0,1402.71,553.54,47.56,521.73,8.4301,23.404,0
11,167,-0.0005,-0.0003,642.3,1592.45,1406.61,553.65,47.55,521.1,8.4285,23.3611,0
11,168,-0.0008,-0.0,643.18,1581.81,1405.65,553.72,47.59,521.45,8.4594,23.29,0
11,169,0.0006,-0.0003,642.46,1580.78,1408.07,553.3,47.47,521.53,8.4293,23.2977,0
11,170,-0.0059,-0.0,641.97,1588.75,1399.02,553.3,47.47,521.77,8.4334,23.321,0
11,171,-0.0024,0.0003,643.01,1590.91,1412.85,553.31,47.33,521.76,8.4531,23.2692,0
11,172,-0.0029,0.0003,642.45,1586.91,1401.46,554.11,47.56,521.67,8.4425,23.4505,0
11,173,0.0029,-0.0004,642.22,1591.75,1404.02,554.15,47.55,521.61,8.4108,23.3108,0
11,174,-0.0007,-0.0004,642.52,1592.14,1411.04,554.27,47.49,521.41,8.4672,23.3877,0
11,175,-0.0013,-0.0004,642.9,1587.68,1403.34,553.55,47.42,521.66,8.4273,23.241,0
11,176,-0.0004,-0.0005,642.37,1590.8,1411.16,553.45,47.13,521.53,8.453,23.4046,0
11,177,-0.0011,0.0002,642.82,1589.03,1404.25,553.34,47.57,521.82,8.4445,23.2483,0
11,178,-0.0011,0.0004,642.77,1595.91,1405.88,553.62,47.54,521.69,8.4307,23.3742,0
11,179,-0.0001,0.0002,642.85,1590.33,1412.68,553.48,47.62,521.09,8.4718,23.3466,0
11,180,0.001,-0.0,642.91,1587.71,1407.66,553.23,47.53,521.72,8.4323,23.2629,0
11,181,-0.0032,-0.0002,642.57,1590.02,1406.71,553.59,47.61,521.66,8.4414,23.2518,0
11,182,0.0024,-0.0003,642.59,1588.41,1402.03,553.27,47.67,521.48,8.424,23.2896,0
11,183,-0.0019,-0.0001,642.78,1587.06,1404.72,553.33,47.35,521.29,8.444,23.2455,0
11,184,0.0022,-0.0001,642.91,1595.5,1419.01,552.96,47.79,521.75,8.4274,23.3222,0
11,185,0.0016,0.0001,642.85,1587.53,1414.52,553.26,47.48,521.41,8.4508,23.2396,0
11,186,-0.0021,-0.0001,642.6,1589.21,1409.5,553.2,47.47,521.49,8.4316,23.204,0
11,187,-0.0029,-0.0002,642.32,1587.31,1417.17,552.85,47.53,521.71,8.4573,23.3545,0
11,188,0.0006,0.0001,643.19,1602.38,1412.07,553.98,47.52,521.42,8.4663,23.3734,0
11,189,0.0008,0.0,642.45,1596.93,1404.31,552.94,47.48,521.06,8.4781,23.3143,0
11,190,0.0017,0.0002,642.74,1599.98,1404.18,553.33,47.64,521.69,8.4567,23.2675,0
11,191,0.0009,0.0002,642.44,1590.57,1414.78,552.77,47.45,521.31,8.4506,23.3386,0
11,192,-0.0055,0.0004,642.25,1587.95,1415.89,553.41,47.53,521.39,8.4462,23.174,0
11,193,-0.0009,0.0003,642.62,1594.23,1414.9,553.67,47.6,521.41,8.4269,23.3255,0
11,194,0.0002,0.0,643.09,1591.38,1417.31,553.98,47.73,521.94,8.4835,23.3257,0
11,195,-0.0025,0.0001,643.38,1591.11,1416.86,552.92,47.73,520.91,8.5017,23.2551,0
11,196,0.0033,0.0004,643.24,1593.96,1416.39,552.86,47.84,521.32,8.451,23.2212,0
11,197,-0.0014,-0.0001,642.82,1596.08,1407.81,553.82,47.65,521.07,8.4764,23.217,0
11,198,-0.0031,-0.0001,643.22,1597.7,1412.42,553.2,47.72,521.35,8.4667,23.269,0
11,199,0.0023,-0.0,642.75,1594.39,1407.33,552.85,47.77,521.56,8.4817,23.1649,0
11,200,0.0002,0.0002,642.82,1593.09,1419.89,552.74,47.61,521.21,8.4804,23.276,0
11,201,-0.0035,-0.0005,642.74,1594.0,1409.84,552.99,47.67,521.59,8.4573,23.2324,0
11,202,-0.0024,-0.0001,642.82,1595.43,1416.12,553.2,47.66,520.75,8.4582,23.2307,0
11,203,0.0028,-0.0,643.27,1594.42,1415.68,553.71,47.59,521.49,8.4766,23.265,0
11,204,-0.0021,-0.0004,643.01,1600.78,1413.66,552.63,47.57,521.15,8.48,23.1804,0
11,205,-0.0008,0.0003,643.32,1599.68,1407.48,553.86,47.75,520.82,8.4622,23.2295,0
11,206,-0.0008,0.0003,643.06,1592.38,1416.59,552.31,47.57,520.64,8.4492,23.2278,0
11,207,0.0005,-0.0003,642.53,1592.09,1408.91,552.98,47.67,520.7,8.4714,23.1952,0
11,208,0.0016,0.0002,643.42,1597.0,1410.5,553.11,47.71,521.36,8.4832,23.2749,0
11,209,-0.0022,0.0004,642.79,1592.08,1418.53,553.15,47.89,521.57,8.4461,23.1302,0
11,210,-0.0015,-0.0002,644.09,1595.84,1417.71,552.87,47.78,520.93,8.4693,23.1738,1
11,211,-0.002,0.0001,642.86,1589.33,1411.15,553.23,47.76,521.2,8.4749,23.2501,1
11,212,0.0017,0.0004,643.31,1601.93,1416.11,552.67,47.81,521.36,8.4743,23.194,1
11,213,0.0023,0.0002,642.97,1600.91,1417.44,552.92,47.82,520.43,8.4793,23.1144,1
11,214,0.0011,0.0002,643.24,1598.2,1408.39,553.09,47.92,520.81,8.4818,23.1432,1
11,215,-0.0012,0.0003,643.24,1592.43,1421.25,552.73,47.74,520.96,8.4508,23.2806,1
11,216,-0.0028,0.0001,643.1,1595.6,1419.4,552.01,47.67,520.79,8.4468,23.1628,1
11,217,0.0022,-0.0005,642.94,1595.48,1413.99,552.64,47.77,520.61,8.468,23.2706,1
11,218,-0.0027,-0.0004,643.43,1605.0,1415.34,552.37,47.86,521.1,8.4751,23.2289,1
11,219,0.0013,-0.0001,642.91,1603.37,1419.38,552.42,47.88,520.43,8.4657,23.0955,1
11,220,0.0028,0.0004,643.18,1599.36,1418.16,552.28,47.92,520.7,8.4637,23.1006,1
11,221,-0.0002,-0.0003,643.39,1596.2,1422.01,552.64,47.83,520.77,8.4479,23.2252,1
11,222,0.0007,0.0002,643.38,1596.23,1419.71,552.58,47.89,521.03,8.489,23.1194,1
11,223,0.0012,0.0001,643.27,1594.78,1413.78,552.45,47.87,520.82,8.4933,23.1471,1
11,224,0.0016,0.0004,643.19,1598.12,1424.28,552.62,47.81,521.26,8.4721,23.2245,1
11,225,0.0006,-0.0004,643.28,1604.2,1415.65,552.75,48.0,520.17,8.4877,23.13,1
11,226,-0.0003,-0.0001,643.26,1601.06,1418.47,552.49,47.97,520.04,8.5266,23.1209,1
11,227,0.0011,-0.0004,643.04,1605.96,1431.26,551.89,48.0,520.36,8.4435,23.2125,1
11,228,0.0006,-0.0001,643.24,1605.75,1418.52,551.13,48.0,520.81,8.4726,23.1412,1
11,229,0.0002,0.0004,643.57,1594.52,1418.75,552.74,47.97,520.54,8.4909,23.1104,1
11,230,-0.001,-0.0004,643.45,1600.48,1421.19,551.46,48.11,520.58,8.4853,23.0951,1
11,231,-0.0006,0.0004,643.77,1605.96,1416.66,552.66,47.99,521.13,8.5039,23.0519,1
